Numéro de sinistre;Numéro du lot sinistré;Identifiant_lot;Branche;Garantie;Num police;Etat sinistre;Année de survenance;Montant Règlements totaux;Montant Règlements en principal;Montant Règlements en frais;Montant Provision ;Montant Recours;Charge nette;Montant du loyer sinistré;Date d'extraction
S13-565071L;409260165;409260165/2013;Non Compensée;LI;AXEL-10-000168;TER;2013; 689    ; 328    ; 361    ; -      ; -      ; 689    ;407;28/02/2018
S13-565073L;125030328;125030328/2013;Non Compensée;LI;AXEL-10-000150;TER;2013; 5 655    ; 3 167    ; 2 488    ; -      ; -      ; 5 655    ;600;28/02/2018
S13-565112L;81340418;81340418/2013;Non Compensée;LI;AXEL-11-001364;TER;2013; 972    ; 744    ; 228    ; -      ; -      ; 972    ;372;28/02/2018
S13-565134L;203300149;203300149/2013;Non Compensée;LI;AXEL-10-000315;SS;2013; -      ; -      ; -      ; -      ; -      ; -      ;529;28/02/2018
S13-565139L;203300037;203300037/2013;Non Compensée;LI;AXEL-10-000315;SS;2013; -      ; -      ; -      ; -      ; -      ; -      ;1 103;28/02/2018
S13-565140L;203300080;203300080/2013;Non Compensée;LI;AXEL-10-000315;NG;2013; -      ; -      ; -      ; -      ; -      ; -      ;388;28/02/2018
S13-565146L;203300142;203300142/2013;Non Compensée;LI;AXEL-10-000315;SS;2013; -      ; -      ; -      ; -      ; -      ; -      ;680;28/02/2018
S13-565152L;168040116;168040116/2013;Non Compensée;LI;AXEL-10-000108;SS;2013; -      ; -      ; -      ; -      ; -      ; -      ;906;28/02/2018
S13-565154L;168040084;168040084/2013;Non Compensée;LI;AXEL-10-000108;SS;2013; -      ; -      ; -      ; -      ; -      ; -      ;358;28/02/2018
S13-565183L;243310215;243310215/2013;Non Compensée;LI;AXEL-10-000144;EC;2013; 499    ; 499    ; -      ; 1 892    ;-50    ; 2 341    ;398;28/02/2018
S13-565192L;52520105;52520105/2013;Non Compensée;LI;AXEL-10-001182;TER;2013; 232    ; 232    ; -      ; -      ; -      ; 232    ;567;28/02/2018
S13-565201L;243310197;243310197/2013;Non Compensée;LI;AXEL-10-000144;TER;2013; 10 784    ; 7 132    ; 3 652    ; -      ;-4 270    ; 6 514    ;400;28/02/2018
S13-565214L;20010233;20010233/2013;Non Compensée;LI;AXEL-10-000859;EC;2013; 1 268    ; 1 268    ; -      ; 707    ;-1 048    ; 927    ;698;28/02/2018
S13-565268L;408940003;408940003/2013;Non Compensée;LI;AXEL-10-000172;SS;2013; -      ; -      ; -      ; -      ; -      ; -      ;553;28/02/2018
S13-565269L;408940008;408940008/2013;Non Compensée;LI;AXEL-10-000172;NG;2013; -      ; -      ; -      ; -      ; -      ; -      ;843;28/02/2018
S13-565272L;408940109;408940109/2013;Non Compensée;LI;AXEL-10-000172;SS;2013; -      ; -      ; -      ; -      ; -      ; -      ;962;28/02/2018
S13-565275L;189230059;189230059/2012;Non Compensée;LI;AXEL-10-000916;NG;2012; -      ; -      ; -      ; -      ; -      ; -      ;837;28/02/2018
S13-565277L;237690033;237690033/2013;Non Compensée;LI;AXEL-10-000908;NG;2013; -      ; -      ; -      ; -      ; -      ; -      ;572;28/02/2018
S13-565281L;440560015;440560015/2013;Non Compensée;LI;AXEL-11-001360;TER;2013; 5 861    ; 2 964    ; 2 897    ; -      ;-200    ; 5 661    ;943;28/02/2018
S13-565285L;65090053;65090053/2012;Non Compensée;LI;AXEL-10-000614;NG;2012; -      ; -      ; -      ; -      ; -      ; -      ;557;28/02/2018
S13-565304L;209190188;209190188/2013;Non Compensée;LI;AXEL-10-000938;TER;2013; 6 542    ; 1 432    ; 5 110    ; -      ;-960    ; 5 582    ;466;28/02/2018
S13-565332L;250480146;250480146/2013;Non Compensée;LI;AXEL-10-000116;TER;2013; 4 062    ; 1 886    ; 2 176    ; -      ;-1 879    ; 2 183    ;648;28/02/2018
S13-565375L;431850038;431850038/2013;Non Compensée;LI;AXEL-11-001355;NG;2013; -      ; -      ; -      ; -      ; -      ; -      ;784;28/02/2018
S13-565381L;9008630027;9008630027/2013;Non Compensée;LI;AXEL-11-001327;TER;2013; 4 064    ; 1 987    ; 2 076    ; -      ; -      ; 4 064    ;400;28/02/2018
S13-565383L;255800025;255800025/2013;Non Compensée;LI;AXEL-10-000872;SS;2013; -      ; -      ; -      ; -      ; -      ; -      ;664;28/02/2018
S13-565393L;284170048;284170048/2013;Non Compensée;LI;AXEL-10-000104;TER;2013; 9 405    ; 4 111    ; 5 294    ; -      ; -      ; 9 405    ;876;28/02/2018
S13-565407L;284170117;284170117/2013;Non Compensée;LI;AXEL-10-000104;TER;2013; 1 966    ; 1 798    ; 168    ; -      ;-1 798    ; 168    ;450;28/02/2018
S13-565423L;54570127;54570127/2013;Non Compensée;LI;AXEL-12-001468;TER;2013; 1 478    ; 1 250    ; 228    ; -      ;-132    ; 1 347    ;630;28/02/2018
S13-565437L;421820003;421820003/2013;Non Compensée;LI;AXEL-10-000848;NG;2013; -      ; -      ; -      ; -      ; -      ; -      ;1 025;28/02/2018
S13-565441L;275100037;275100037/2013;Non Compensée;LI;AXEL-10-001173;NG;2013; -      ; -      ; -      ; -      ; -      ; -      ;834;28/02/2018
S13-565442L;275100119;275100119/2013;Non Compensée;LI;AXEL-10-001173;NG;2013; -      ; -      ; -      ; -      ; -      ; -      ;1 300;28/02/2018
S13-565446L;255800042;255800042/2013;Non Compensée;LI;AXEL-10-000872;SS;2013; -      ; -      ; -      ; -      ; -      ; -      ;744;28/02/2018
S13-565461L;180290123;180290123/2013;Non Compensée;LI;AXEL-10-000303;TER;2013; 1 114    ; 980    ; 134    ; -      ;-980    ; 134    ;400;28/02/2018
S13-565472L;9010360030;9010360030/2013;Non Compensée;LI;AXEL-12-001421;TER;2013; 979    ; 750    ; 229    ; -      ; -      ; 979    ;600;28/02/2018
S13-565508L;276940083;276940083/2013;Non Compensée;LI;AXEL-10-000265;SS;2013; -      ; -      ; -      ; -      ; -      ; -      ;850;28/02/2018
S13-565566L;247590577;247590577/2013;Non Compensée;LI;AXEL-10-000122;TER;2013; 1 565    ; 1 430    ; 135    ; -      ;-1 430    ; 135    ;715;28/02/2018
S13-565595L;209940058;209940058/2013;Non Compensée;LI;AXEL-10-000675;TER;2013; 4 722    ; 2 700    ; 2 022    ; -      ; -      ; 4 722    ;691;28/02/2018
S13-565609L;296780037;296780037/2013;Non Compensée;LI;AXEL-10-000524;SS;2013; -      ; -      ; -      ; -      ; -      ; -      ;431;28/02/2018
S13-565616L;233010136;233010136/2013;Non Compensée;LI;AXEL-10-000909;TER;2013; 22 610    ; 14 822    ; 7 788    ; -      ;-1 115    ; 21 495    ;694;28/02/2018
S13-565636L;408940198;408940198/2013;Non Compensée;LI;AXEL-10-000172;TER;2013; 842    ; 842    ; -      ; -      ;-747    ; 95    ;773;28/02/2018
S13-565637L;408940212;408940212/2013;Non Compensée;LI;AXEL-10-000172;TER;2013; 582    ; 582    ; -      ; -      ;-582    ; -      ;656;28/02/2018
S13-565638L;408940188;408940188/2013;Non Compensée;LI;AXEL-10-000172;TER;2013; 4 516    ; 2 688    ; 1 827    ; -      ;-2 688    ; 1 827    ;956;28/02/2018
S13-565642L;408940251;408940251/2013;Non Compensée;LI;AXEL-10-000172;TER;2013; 3 611    ; 3 611    ; -      ; -      ;-3 425    ; 186    ;614;28/02/2018
S13-565656L;9005590182;9005590182/2013;Non Compensée;LI;AXEL-10-000951;TER;2013; 9 535    ; 4 712    ; 4 824    ; -      ;-4 712    ; 4 824    ;954;28/02/2018
S13-565668L;408940244;408940244/2013;Non Compensée;LI;AXEL-10-000172;TER;2013; 869    ; 869    ; -      ; -      ;-869    ; -      ;699;28/02/2018
S13-565670L;408940467;408940467/2013;Non Compensée;LI;AXEL-10-000172;TER;2013; 2 040    ; 1 881    ; 159    ; -      ;-1 881    ; 159    ;627;28/02/2018
S13-565742L;432060205;432060205/2013;Non Compensée;LI;AXEL-11-001188;NG;2013; -      ; -      ; -      ; -      ; -      ; -      ;765;28/02/2018
S13-565756L;111040192;111040192/2013;Non Compensée;LI;AXEL-11-001199;TER;2013; 20 111    ; 15 102    ; 5 009    ; -      ; -      ; 20 111    ;652;28/02/2018
S13-565797L;9008790039;9008790039/2013;Non Compensée;LI;AXEL-11-001354;NG;2013; -      ; -      ; -      ; -      ; -      ; -      ;403;28/02/2018
S13-565809L;9008790030;9008790030/2013;Non Compensée;LI;AXEL-11-001354;NG;2013; -      ; -      ; -      ; -      ; -      ; -      ;482;28/02/2018
S13-565830L;278080001;278080001/2013;Non Compensée;LI;AXEL-10-000594;TER;2013; 9 197    ; 5 774    ; 3 423    ; -      ;-34    ; 9 163    ;1 156;28/02/2018
S13-565874L;272500111;272500111/2013;Non Compensée;LI;AXEL-10-000839;SS;2013; -      ; -      ; -      ; -      ; -      ; -      ;559;28/02/2018
S13-565882L;247610117;247610117/2013;Non Compensée;LI;AXEL-10-000721;NG;2013; -      ; -      ; -      ; -      ; -      ; -      ;995;28/02/2018
S13-565913L;1003020158;1003020158/2013;Non Compensée;LI;AXEL-10-000945;TER;2013; 2 194    ; 1 870    ; 325    ; -      ;-1 694    ; 500    ;501;28/02/2018
S13-565927L;190000041;190000041/2013;Non Compensée;LI;AXEL-10-001168;SS;2013; -      ; -      ; -      ; -      ; -      ; -      ;505;28/02/2018
S13-565940L;149810105;149810105/2013;Non Compensée;LI;AXEL-12-001420;TER;2013; 5 949    ; 3 152    ; 2 797    ; -      ;-1 212    ; 4 737    ;307;28/02/2018
S13-565944L;149810213;149810213/2013;Non Compensée;LI;AXEL-12-001420;TER;2013; 9 831    ; 5 132    ; 4 698    ; -      ;-468    ; 9 363    ;507;28/02/2018
S13-565954L;87820075;87820075/2013;Non Compensée;LI;AXEL-10-000266;TER;2013; 4 027    ; 2 237    ; 1 790    ; -      ; -      ; 4 027    ;442;28/02/2018
S13-565981L;232430146;232430146/2013;Non Compensée;LI;AXEL-10-000534;SS;2013; -      ; -      ; -      ; -      ; -      ; -      ;595;28/02/2018
S13-565998L;405610004;405610004/2013;Non Compensée;LI;AXEL-11-001237;TER;2013; 27 979    ; 20 430    ; 7 550    ; -      ; -      ; 25 419    ;853;28/02/2018
S13-566000L;27910073;27910073/2013;Non Compensée;LI;AXEL-10-000389;NG;2013; -      ; -      ; -      ; -      ; -      ; -      ;618;28/02/2018
S13-566002L;9010360026;9010360026/2013;Non Compensée;LI;AXEL-12-001421;NG;2013; -      ; -      ; -      ; -      ; -      ; -      ;523;28/02/2018
S13-566042L;149320382;149320382/2013;Non Compensée;LI;AXEL-10-000001;SS;2013; -      ; -      ; -      ; -      ; -      ; -      ;666;28/02/2018
S13-566043L;143180159;143180159/2013;Non Compensée;LI;AXEL-10-000350;NG;2013; -      ; -      ; -      ; -      ; -      ; -      ;774;28/02/2018
S13-566045L;408940367;408940367/2013;Non Compensée;LI;AXEL-10-000172;TER;2013; 41    ; 41    ; -      ; -      ;-41    ; -      ;669;28/02/2018
S13-566047L;209940502;209940502/2013;Non Compensée;LI;AXEL-10-000675;TER;2013; 1 229    ; 771    ; 458    ; -      ; -      ; 1 229    ;419;28/02/2018
S13-566061L;266440096;266440096/2013;Non Compensée;LI;AXEL-11-001368;TER;2013; 22 491    ; 17 130    ; 5 361    ; -      ;-16 468    ; 6 023    ;0;28/02/2018
S13-566072L;9008790214;9008790214/2013;Non Compensée;LI;AXEL-11-001354;TER;2013; 12 960    ; 7 436    ; 5 524    ; -      ;-608    ; 12 353    ;258;28/02/2018
S13-566077L;440200006;440200006/2013;Non Compensée;LI;AXEL-11-001358;NG;2013; -      ; -      ; -      ; -      ; -      ; -      ;450;28/02/2018
S13-566082L;432060293;432060293/2013;Non Compensée;LI;AXEL-11-001188;NG;2013; -      ; -      ; -      ; -      ; -      ; -      ;745;28/02/2018
S13-566089L;1003020334;1003020334/2013;Non Compensée;LI;AXEL-10-000945;TER;2013; 18 073    ; 11 320    ; 6 752    ; -      ;-2 670    ; 15 403    ;638;28/02/2018
S13-566097L;172180002;172180002/2013;Non Compensée;LI;AXEL-10-000569;SS;2013; -      ; -      ; -      ; -      ; -      ; -      ;564;28/02/2018
S13-566099L;247610113;247610113/2013;Non Compensée;LI;AXEL-10-000721;SS;2013; -      ; -      ; -      ; -      ; -      ; -      ;780;28/02/2018
S13-566102L;214750288;214750288/2013;Non Compensée;LI;AXEL-10-000320;TER;2013; 3 665    ; 1 940    ; 1 725    ; -      ; -      ; 3 665    ;0;28/02/2018
S13-566113L;172180021;172180021/2013;Non Compensée;LI;AXEL-10-000569;TER;2013; 17 524    ; 13 898    ; 3 625    ; -      ;-14 210    ; 3 314    ;684;28/02/2018
S13-566153L;59680111;59680111/2013;Non Compensée;LI;AXEL-10-000252;SS;2013; -      ; -      ; -      ; -      ; -      ; -      ;880;28/02/2018
S13-566184L;180670094;180670094/2013;Non Compensée;LI;AXEL-10-000455;SS;2013; -      ; -      ; -      ; -      ; -      ; -      ;680;28/02/2018
S13-566248L;284170118;284170118/2013;Non Compensée;LI;AXEL-10-000104;TER;2013; 5 295    ; 2 995    ; 2 300    ; -      ; -      ; 5 295    ;356;28/02/2018
S13-566266L;1003760122;1003760122/2013;Non Compensée;LI;AXEL-11-001246;TER;2013; 8 251    ; 4 532    ; 3 719    ; -      ;-3 016    ; 5 235    ;493;28/02/2018
S13-566354L;249770043;249770043/2013;Non Compensée;LI;AXEL-10-000732;TER;2013; 2 804    ; 1 658    ; 1 146    ; -      ; -      ; 2 804    ;549;28/02/2018
S13-566366L;408940413;408940413/2013;Non Compensée;LI;AXEL-10-000172;SS;2013; -      ; -      ; -      ; -      ; -      ; -      ;862;28/02/2018
S13-566379L;408940301;408940301/2013;Non Compensée;LI;AXEL-10-000172;SS;2013; -      ; -      ; -      ; -      ; -      ; -      ;634;28/02/2018
S13-566383L;408940515;408940515/2013;Non Compensée;LI;AXEL-10-000172;SS;2013; -      ; -      ; -      ; -      ; -      ; -      ;1 021;28/02/2018
S13-566386L;273310052;273310052/2013;Non Compensée;LI;AXEL-10-000036;TER;2013; 10 080    ; 6 991    ; 3 089    ; -      ;-3 642    ; 6 438    ;654;28/02/2018
S13-566411L;247590592;247590592/2013;Non Compensée;LI;AXEL-10-000122;TER;2013; 13 192    ; 9 054    ; 4 139    ; -      ; -      ; 13 192    ;536;28/02/2018
S13-566423L;157800036;157800036/2013;Non Compensée;LI;AXEL-10-001013;TER;2013; 10 346    ; 8 108    ; 2 238    ; -      ;-8 108    ; 2 238    ;855;28/02/2018
S13-566592L;190610144;190610144/2013;Non Compensée;LI;AXEL-11-001200;SS;2013; -      ; -      ; -      ; -      ; -      ; -      ;639;28/02/2018
S13-566701L;425470040;425470040/2013;Non Compensée;LI;AXEL-11-001195;NG;2013; -      ; -      ; -      ; -      ; -      ; -      ;750;28/02/2018
S13-566703L;425470033;425470033/2013;Non Compensée;LI;AXEL-11-001195;TER;2013; 4 111    ; 1 649    ; 2 462    ; -      ; -      ; 4 111    ;900;28/02/2018
S13-566732L;408940428;408940428/2013;Non Compensée;LI;AXEL-10-000172;NG;2013; -      ; -      ; -      ; -      ; -      ; -      ;714;28/02/2018
S13-566741L;408940184;408940184/2013;Non Compensée;LI;AXEL-10-000172;SS;2013; -      ; -      ; -      ; -      ; -      ; -      ;77;28/02/2018
S13-566743L;408940218;408940218/2013;Non Compensée;LI;AXEL-10-000172;SS;2013; -      ; -      ; -      ; -      ; -      ; -      ;675;28/02/2018
S13-566746L;111650086;111650086/2013;Non Compensée;LI;AXEL-10-000391;TER;2013; 99    ; -      ; 99    ; -      ; -      ; 99    ;281;28/02/2018
S13-566751L;81340157;81340157/2013;Non Compensée;LI;AXEL-11-001364;NG;2013; -      ; -      ; -      ; -      ; -      ; -      ;683;28/02/2018
S13-566787L;180670038;180670038/2013;Non Compensée;LI;AXEL-10-000455;TER;2013; 156    ; -      ; 156    ; -      ; -      ; 156    ;627;28/02/2018
S13-566797L;74080127;74080127/2013;Non Compensée;LI;AXEL-10-000516;TER;2013; 764    ; 535    ; 228    ; -      ; -      ; 764    ;520;28/02/2018
S13-566819L;448870029;448870029/2013;Non Compensée;LI;AXEL-12-001588;TER;2013; 11 242    ; 6 911    ; 4 331    ; -      ;-714    ; 10 528    ;720;28/02/2018
S13-566898L;278970214;278970214/2013;Non Compensée;LI;AXEL-10-000882;NG;2013; -      ; -      ; -      ; -      ; -      ; -      ;734;28/02/2018
S13-567021L;408940407;408940407/2013;Non Compensée;LI;AXEL-10-000172;NG;2013; -      ; -      ; -      ; -      ; -      ; -      ;928;28/02/2018
S13-567022L;408940054;408940054/2013;Non Compensée;LI;AXEL-10-000172;SS;2013; -      ; -      ; -      ; -      ; -      ; -      ;754;28/02/2018
S13-567030L;59680114;59680114/2013;Non Compensée;LI;AXEL-10-000252;SS;2013; -      ; -      ; -      ; -      ; -      ; -      ;651;28/02/2018
S13-567031L;59680111;59680111/2013;Non Compensée;LI;AXEL-10-000252;SS;2013; -      ; -      ; -      ; -      ; -      ; -      ;880;28/02/2018
S13-567038L;408940263;408940263/2013;Non Compensée;LI;AXEL-10-000172;TER;2013; 735    ; 735    ; -      ; -      ;-774    ;-39    ;931;28/02/2018
S13-567046L;151380206;151380206/2013;Non Compensée;LI;AXEL-10-000200;TER;2013; 15 611    ; 9 251    ; 6 359    ; -      ;-125    ; 15 486    ;819;28/02/2018
S13-567068L;212000088;212000088/2013;Non Compensée;LI;AXEL-10-000398;TER;2013; 13 678    ; 9 591    ; 4 087    ; -      ; -      ; 13 678    ;826;28/02/2018
S13-567081L;245080200;245080200/2013;Non Compensée;LI;AXEL-12-001399;TER;2013; 1 198    ; 1 100    ; 98    ; -      ;-1 100    ; 98    ;600;28/02/2018
S13-567082L;245080125;245080125/2013;Non Compensée;LI;AXEL-12-001399;TER;2013; 11 780    ; 7 426    ; 4 354    ; -      ;-1 540    ; 10 240    ;458;28/02/2018
S13-567098L;182840052;182840052/2013;Non Compensée;LI;AXEL-10-000696;TER;2013; 9 074    ; 5 863    ; 3 211    ; -      ;-4 291    ; 4 783    ;837;28/02/2018
S13-567126L;172180002;172180002/2013;Non Compensée;LI;AXEL-10-000569;REC;2013; 7 101    ; 4 519    ; 2 581    ; -      ;-2 750    ; 4 351    ;570;28/02/2018
S13-567128L;27910163;27910163/2013;Non Compensée;LI;AXEL-10-000389;SS;2013; -      ; -      ; -      ; -      ; -      ; -      ;611;28/02/2018
S13-567195L;194510033;194510033/2013;Non Compensée;LI;AXEL-10-000270;TER;2013; 1 188    ; 888    ; 300    ; -      ;-888    ; 300    ;0;28/02/2018
S13-567202D;211330112;211330112/2012;Non Compensée;LI;AXEL-10-001033;NG;2012; -      ; -      ; -      ; -      ; -      ; -      ;971;28/02/2018
S13-567226L;111040232;111040232/2013;Non Compensée;LI;AXEL-11-001199;TER;2013; 18 210    ; 13 778    ; 4 433    ; -      ; -      ; 18 210    ;703;28/02/2018
S13-567240L;421820003;421820003/2013;Non Compensée;LI;AXEL-10-000848;TER;2013; 28 022    ; 24 257    ; 3 764    ; -      ;-640    ; 27 382    ;1 044;28/02/2018
S13-567259L;193680088;193680088/2013;Non Compensée;LI;AXEL-10-001137;TER;2013; 3 445    ; 1 638    ; 1 807    ; -      ; -      ; 3 445    ;0;28/02/2018
S13-567369L;206380349;206380349/2013;Non Compensée;LI;AXEL-10-000687;SS;2013; -      ; -      ; -      ; -      ; -      ; -      ;450;28/02/2018
S13-567405L;408940052;408940052/2013;Non Compensée;LI;AXEL-10-000172;NG;2013; -      ; -      ; -      ; -      ; -      ; -      ;598;28/02/2018
S13-567410L;238600018;238600018/2013;Non Compensée;LI;AXEL-10-000592;TER;2013; 5 948    ; 3 022    ; 2 926    ; -      ;-1 088    ; 4 860    ;478;28/02/2018
S13-567453L;192580074;192580074/2013;Non Compensée;LI;AXEL-10-000069;TER;2013; 6 513    ; 2 691    ; 3 822    ; -      ;-2 136    ; 4 377    ;705;28/02/2018
S13-567476L;236850038;236850038/2013;Non Compensée;LI;AXEL-11-001361;TER;2013; 15 170    ; 11 103    ; 4 067    ; -      ;-4 775    ; 10 394    ;819;28/02/2018
S13-567552L;285570110;285570110/2013;Non Compensée;LI;AXEL-10-000205;TER;2013; 5 720    ; 3 172    ; 2 548    ; -      ;-850    ; 4 870    ;0;28/02/2018
S13-567627L;59680114;59680114/2013;Non Compensée;LI;AXEL-10-000252;TER;2013; 10 888    ; 5 799    ; 5 089    ; -      ;-2 215    ; 8 673    ;655;28/02/2018
S13-567633L;59680111;59680111/2013;Non Compensée;LI;AXEL-10-000252;TER;2013; 10 203    ; 7 140    ; 3 063    ; -      ; -      ; 10 203    ;880;28/02/2018
S13-567716L;408940383;408940383/2013;Non Compensée;LI;AXEL-10-000172;TER;2013; 827    ; 598    ; 229    ; -      ; -      ; 827    ;618;28/02/2018
S13-567760L;9006930077;9006930077/2013;Non Compensée;LI;AXEL-10-001184;SS;2013; -      ; -      ; -      ; -      ; -      ; -      ;373;28/02/2018
S13-567771L;247590591;247590591/2013;Non Compensée;LI;AXEL-10-000122;NG;2013; -      ; -      ; -      ; -      ; -      ; -      ;858;28/02/2018
S13-567785L;191860053;191860053/2013;Non Compensée;LI;AXEL-10-000225;SS;2013; -      ; -      ; -      ; -      ; -      ; -      ;720;28/02/2018
S13-567786L;438290029;438290029/2013;Non Compensée;LI;AXEL-12-001403;TER;2013; 30 377    ; 25 678    ; 4 699    ; -      ;-2 488    ; 27 888    ;1 282;28/02/2018
S13-567790L;150260121;150260121/2013;Non Compensée;LI;AXEL-10-000281;TER;2013; 6 379    ; 2 874    ; 3 505    ; -      ; -      ; 6 379    ;301;28/02/2018
S13-567797L;428990231;428990231/2013;Non Compensée;LI;AXEL-11-001187;SS;2013; -      ; -      ; -      ; -      ; -      ; -      ;500;28/02/2018
S13-567802L;422900025;422900025/2013;Non Compensée;LI;AXEL-10-000799;TER;2013; 10 355    ; 7 912    ; 2 443    ; -      ; -      ; 10 355    ;709;28/02/2018
S13-567833L;27910089;27910089/2013;Non Compensée;LI;AXEL-10-000389;REC;2013; 8 224    ; 4 572    ; 3 652    ; -      ;-4 523    ; 3 701    ;796;28/02/2018
S13-567860L;81340440;81340440/2013;Non Compensée;LI;AXEL-11-001364;SS;2013; -      ; -      ; -      ; -      ; -      ; -      ;251;28/02/2018
S13-567877L;27910092;27910092/2013;Non Compensée;LI;AXEL-10-000389;SS;2013; -      ; -      ; -      ; -      ; -      ; -      ;611;28/02/2018
S13-567931L;111650041;111650041/2013;Non Compensée;LI;AXEL-10-000391;TER;2013; 796    ; 796    ; -      ; -      ; -      ; 796    ;400;28/02/2018
S13-567950L;9008180164;9008180164/2013;Non Compensée;LI;AXEL-11-001283;SS;2013; -      ; -      ; -      ; -      ; -      ; -      ;1 020;28/02/2018
S13-567992L;158520019;158520019/2013;Non Compensée;LI;AXEL-12-001616;NG;2013; -      ; -      ; -      ; -      ; -      ; -      ;691;28/02/2018
S13-568054L;9006900002;9006900002/2013;Non Compensée;LI;AXEL-10-001169;SS;2013; -      ; -      ; -      ; -      ; -      ; -      ;686;28/02/2018
S13-568058L;289580118;289580118/2013;Non Compensée;LI;AXEL-10-001114;TER;2013; 1 978    ; 1 194    ; 784    ; -      ; -      ; 1 978    ;882;28/02/2018
S13-568087L;408940467;408940467/2013;Non Compensée;LI;AXEL-10-000172;TER;2013; 157    ; -      ; 157    ; -      ; -      ; 157    ;630;28/02/2018
S13-568088L;408940151;408940151/2013;Non Compensée;LI;AXEL-10-000172;SS;2013; -      ; -      ; -      ; -      ; -      ; -      ;556;28/02/2018
S13-568125L;408940008;408940008/2013;Non Compensée;LI;AXEL-10-000172;SS;2013; -      ; -      ; -      ; -      ; -      ; -      ;861;28/02/2018
S13-568132L;266440141;266440141/2013;Non Compensée;LI;AXEL-11-001368;TER;2013; 22 803    ; 19 184    ; 3 619    ; -      ;-2 813    ; 19 990    ;966;28/02/2018
S13-568212L;81340332;81340332/2013;Non Compensée;LI;AXEL-11-001364;TER;2013; 455    ; 455    ; -      ; -      ;-455    ; -      ;455;28/02/2018
S13-568225L;151380141;151380141/2013;Non Compensée;LI;AXEL-10-000200;TER;2013; 320    ; 320    ; -      ; -      ;-320    ; -      ;264;28/02/2018
S13-568234L;406890145;406890145/2013;Non Compensée;LI;AXEL-10-000135;TER;2013; 2 044    ; 2 044    ; -      ; -      ;-1 697    ; 347    ;1 000;28/02/2018
S13-568319L;181120005;181120005/2013;Non Compensée;LI;AXEL-10-001143;TER;2013; 1 554    ; 1 362    ; 192    ; -      ; -      ; 1 554    ;0;28/02/2018
S13-568351L;189360067;189360067/2013;Non Compensée;LI;AXEL-10-000591;TER;2013; 16 172    ; 12 296    ; 3 876    ; -      ;-612    ; 15 560    ;387;28/02/2018
S13-568352L;233010043;233010043/2014;Non Compensée;LI;AXEL-10-000909;TER;2014; 20 925    ; 15 311    ; 5 614    ; -      ; -      ; 20 925    ;983;28/02/2018
S13-568353L;291090043;291090043/2013;Non Compensée;LI;AXEL-10-000540;NG;2013; -      ; -      ; -      ; -      ; -      ; -      ;787;28/02/2018
S13-568372L;209940375;209940375/2013;Non Compensée;LI;AXEL-10-000675;TER;2013; 1 019    ; 798    ; 220    ; -      ;-379    ; 640    ;564;28/02/2018
S13-568373L;209940816;209940816/2013;Non Compensée;LI;AXEL-10-000675;TER;2013; 7 162    ; 4 319    ; 2 842    ; -      ;-21    ; 7 141    ;498;28/02/2018
S13-568452L;288910004;288910004/2014;Non Compensée;LI;AXEL-11-001307;TER;2014; 6 397    ; 3 575    ; 2 822    ; -      ;-7 432    ;-1 036    ;668;28/02/2018
S13-568479L;408940374;408940374/2013;Non Compensée;LI;AXEL-10-000172;SS;2013; -      ; -      ; -      ; -      ; -      ; -      ;489;28/02/2018
S13-568480L;149320189;149320189/2013;Non Compensée;LI;AXEL-10-000001;TER;2013; 238    ; -      ; 238    ; -      ; -      ; 238    ;810;28/02/2018
S13-568520L;143180132;143180132/2013;Non Compensée;LI;AXEL-10-000350;TER;2013; 135    ; -      ; 135    ; -      ; -      ; 135    ;679;28/02/2018
S13-568622L;247610090;247610090/2014;Non Compensée;LI;AXEL-10-000721;TER;2014; 1 601    ; 1 314    ; 287    ; -      ;-843    ; 758    ;657;28/02/2018
S13-568907L;247590776;247590776/2014;Non Compensée;LI;AXEL-10-000122;SS;2014; -      ; -      ; -      ; -      ; -      ; -      ;545;28/02/2018
S13-569143L;9008180088;9008180088/2013;Non Compensée;LI;AXEL-11-001283;NG;2013; -      ; -      ; -      ; -      ; -      ; -      ;1 600;28/02/2018
S14-043552L;43270027;43270027/2013;Non Compensée;LI;AXEL-12-001405;TER;2013; 1 625    ; 1 396    ; 229    ; -      ; -      ; 1 625    ;0;28/02/2018
S14-043994L;289580108;289580108/2014;Non Compensée;LI;AXEL-10-001114;TER;2014; 501    ; 501    ; -      ; -      ; -      ; 501    ;852;28/02/2018
S14-044064L;291090058;291090058/2014;Non Compensée;LI;AXEL-10-000540;TER;2014; 1 300    ; 1 151    ; 149    ; -      ;-1 151    ; 149    ;430;28/02/2018
S14-044385L;278970273;278970273/2014;Non Compensée;LI;AXEL-10-000882;TER;2014; 381    ; 381    ; -      ; -      ;-381    ; -      ;565;28/02/2018
S14-044561L;247590618;247590618/2014;Non Compensée;LI;AXEL-10-000122;TER;2014; 2 850    ; 887    ; 1 963    ; -      ;-450    ; 2 400    ;785;28/02/2018
S14-044846L;1004860021;1004860021/2014;Non Compensée;LI;AXEL-13-001652;SS;2014; -      ; -      ; -      ; -      ; -      ; -      ;607;28/02/2018
S14-044993L;9016490126;9016490126/2014;Non Compensée;LI;AXEL-14-001671;TER;2014; 4 441    ; 2 657    ; 1 785    ; -      ;-2 657    ; 1 785    ;664;28/02/2018
